item_id,timestamp,target
A,2025-05-12,0
A,2025-05-15,1
A,2025-05-22,2
A,2025-05-31,4
A,2025-06-04,6
A,2025-06-08,7
A,2025-06-09,12
A,2025-06-13,16
A,2025-06-17,18
A,2025-06-23,19
A,2025-06-25,20
A,2025-07-02,22
A,2025-07-10,24
A,2025-07-11,29
A,2025-07-15,30
A,2025-07-17,32
A,2025-07-21,33
A,2025-07-22,37
A,2025-07-30,40
A,2025-08-03,44
A,2025-08-06,45
A,2025-08-08,46
A,2025-08-17,48
A,2025-08-22,52
A,2025-08-24,53
A,2025-08-25,55
A,2025-08-30,58
A,2025-09-06,62
A,2025-09-12,65
A,2025-09-17,66
A,2025-09-26,68
A,2025-09-29,70
A,2025-09-30,73
A,2025-10-02,75
A,2025-10-08,77
A,2025-10-12,79
A,2025-10-15,80
A,2025-10-23,81
A,2025-10-27,83
A,2025-10-29,86
A,2025-11-05,90
A,2025-11-14,92
A,2025-11-22,97
A,2025-11-27,99
A,2025-12-02,100
A,2025-12-05,103
A,2025-12-14,108
A,2025-12-15,111
A,2025-12-17,113
A,2025-12-26,116
A,2025-12-30,118
A,2026-01-01,123
A,2026-01-08,127
A,2026-01-10,131
A,2026-01-12,132
A,2026-01-16,135
A,2026-01-21,136
A,2026-01-29,138
A,2026-02-04,142
A,2026-02-12,145
A,2026-02-19,147
A,2026-02-25,150
A,2026-03-05,153
A,2026-03-11,154
A,2026-03-12,156
A,2026-03-21,159
A,2026-03-28,162
A,2026-03-30,165
A,2026-04-03,166
A,2026-04-06,170
A,2026-04-12,174
A,2026-04-14,177
A,2026-04-16,180
A,2026-04-21,182
A,2026-04-28,187
A,2026-05-04,190
A,2026-05-10,193
A,2026-05-11,196
A,2026-05-15,198
A,2026-05-23,201
A,2026-06-01,202
A,2026-06-02,206
A,2026-06-09,208
A,2026-06-18,212
A,2026-06-22,216
A,2026-06-25,217
A,2026-07-02,222
A,2026-07-06,224
A,2026-07-08,229
A,2026-07-11,234
A,2026-07-20,235
A,2026-07-24,240
A,2026-07-26,244
A,2026-08-01,245
A,2026-08-10,246
A,2026-08-16,247
A,2026-08-17,249
A,2026-08-20,251
A,2026-08-24,254
A,2026-08-31,255
A,2026-09-02,259
A,2026-09-11,263
A,2026-09-13,264
A,2026-09-17,265
A,2026-09-23,266
A,2026-09-27,269
A,2026-09-29,272
A,2026-10-01,274
A,2026-10-07,278
A,2026-10-16,280
A,2026-10-21,282
A,2026-10-27,286
A,2026-11-05,291
A,2026-11-08,294
A,2026-11-16,298
A,2026-11-23,303
A,2026-11-25,306
A,2026-12-03,308
A,2026-12-12,309
A,2026-12-14,312
A,2026-12-18,313
A,2026-12-19,315
A,2026-12-26,319
A,2026-12-29,324
A,2027-01-05,328
A,2027-01-13,333
A,2027-01-17,336
A,2027-01-22,338
A,2027-01-30,341
A,2027-01-31,343
A,2027-02-06,345
A,2027-02-10,349
A,2027-02-17,350
A,2027-02-24,354
A,2027-03-05,356
A,2027-03-14,359
A,2027-03-23,363
A,2027-03-27,368
A,2027-03-30,372
A,2027-04-02,376
A,2027-04-03,377
