"item_id","timestamp","target"
"1","2017-01-01",15.91304347826087
"1","2017-01-02",18.5
"1","2017-01-03",17.11111111111111
"1","2017-01-04",18.7
"1","2017-01-05",18.38888888888889
"1","2017-01-06",19.318181818181817
"1","2017-01-07",14.708333333333334
"1","2017-01-08",15.68421052631579
"1","2017-01-09",14.571428571428571
"1","2017-01-10",12.11111111111111
"2","2017-01-11",11
"2","2017-01-12",11.789473684210526
"2","2017-01-13",13.235294117647058
"2","2017-01-14",13.2
"2","2017-01-15",16.434782608695652
"2","2017-01-16",14.65
"2","2017-01-17",11.722222222222221
"2","2017-01-18",13.041666666666666
"2","2017-01-19",14.619047619047619
"2","2017-01-20",15.263157894736842
"3","2017-01-21",15.391304347826088
"3","2017-01-22",18.44
"3","2017-01-23",18.11764705882353
"3","2017-01-24",18.347826086956523
"3","2017-01-25",21
"3","2017-01-26",16.178571428571427
"3","2017-01-27",16.5
"3","2017-01-28",14.863636363636363
"3","2017-01-29",15.666666666666666
"3","2017-01-30",16.444444444444443
"4","2017-01-31",16.125
"4","2017-02-01",15.25
"4","2017-02-02",17.09090909090909
"4","2017-02-03",15.636363636363637
"4","2017-02-04",18.7
"4","2017-02-05",18.63157894736842
"4","2017-02-06",16.88888888888889
"4","2017-02-07",15.125
"4","2017-02-08",15.7
"4","2017-02-09",15.375
"5","2017-02-10",14.666666666666666
"5","2017-02-11",15.625
"5","2017-02-12",16.25
"5","2017-02-13",16.333333333333332
"5","2017-02-14",16.875
"5","2017-02-15",17.571428571428573
"5","2017-02-16",20.25
"5","2017-02-17",21.3
"5","2017-02-18",21.125
"5","2017-02-19",22.363636363636363
"6","2017-02-20",23.375
"6","2017-02-21",21.833333333333332
"6","2017-02-22",19.125
"6","2017-02-23",18.625
"6","2017-02-24",19.125
"6","2017-02-25",19
"6","2017-02-26",18.75
"6","2017-02-27",19.875
"6","2017-02-28",23.333333333333332
"6","2017-03-01",24.46153846153846
"7","2017-03-02",23.75
"7","2017-03-03",20.5
"7","2017-03-04",19.125
"7","2017-03-05",19.75
"7","2017-03-06",20
"7","2017-03-07",22.625
"7","2017-03-08",21.545454545454547
"7","2017-03-09",20.785714285714285
"7","2017-03-10",19.9375
"7","2017-03-11",18.533333333333335
"8","2017-03-12",17.375
"8","2017-03-13",17.444444444444443
"8","2017-03-14",18
"8","2017-03-15",19.875
"8","2017-03-16",24
"8","2017-03-17",20.9
"8","2017-03-18",24.692307692307693
"8","2017-03-19",24.666666666666668
"8","2017-03-20",23.333333333333332
"8","2017-03-21",25
"9","2017-03-22",27.25
"9","2017-03-23",28
"9","2017-03-24",28.916666666666668
"9","2017-03-25",26.5
"9","2017-03-26",29.1
"9","2017-03-27",29.5
"9","2017-03-28",29.88888888888889
"9","2017-03-29",31
"9","2017-03-30",29.285714285714285
"9","2017-03-31",30.625
"10","2017-04-01",31.375
"10","2017-04-02",29.75
"10","2017-04-03",30.5
"10","2017-04-04",30.933333333333334
"10","2017-04-05",29.23076923076923
"10","2017-04-06",31.22222222222222
"10","2017-04-07",27
"10","2017-04-08",25.625
"10","2017-04-09",27.125
"10","2017-04-10",27.857142857142858
"11","2017-04-11",29.25
"11","2017-04-12",29.25
"11","2017-04-13",29.666666666666668
"11","2017-04-14",30.5
"11","2017-04-15",31.22222222222222
"11","2017-04-16",31
"11","2017-04-17",32.55555555555556
"11","2017-04-18",34
"11","2017-04-19",33.5
"11","2017-04-20",34.5
"12","2017-04-21",34.25
"12","2017-04-22",32.9
"12","2017-04-23",32.875
"12","2017-04-24",32
